,treewidth,n,value
855,3.0,40,0.0005691156139827982
856,3.0,40,0.007599680098752516
857,3.0,40,0.038494749778375296
858,3.0,40,0.007599574199863644
859,3.0,40,0.019312266417751165
860,3.0,40,0.12028595003898468
861,3.0,40,0.04560789662323697
862,3.0,40,0.0
863,3.0,40,0.04474780282793848
864,3.0,40,0.00140527092807531
865,3.0,40,0.1914720308261029
866,3.0,40,0.2828253052964188
867,3.0,40,0.1658114886171871
868,3.0,40,0.010741214376880331
869,3.0,40,0.09749323673195981
870,3.0,40,0.07991828294295528
871,3.0,40,0.06913199920327516
872,3.0,40,0.015017955189305638
873,3.0,40,0.0005074337421521149
874,3.0,40,0.038422449902608166
875,3.0,40,0.002291857329442383
876,3.0,40,0.011162937879655041
877,3.0,40,0.0
878,3.0,40,0.006033366962616092
879,3.0,40,0.0026112192493130877
880,3.0,40,0.0063216049072168925
881,3.0,40,0.009248445990278433
882,3.0,40,0.20813804598469848
883,3.0,40,0.17712592454529597
884,3.0,40,0.013885733789655191
885,3.0,40,0.0
886,3.0,40,0.01794541412156344
887,3.0,40,0.06306405406330126
888,3.0,40,0.06682254996212039
889,3.0,40,0.06245032672458352
890,3.0,40,0.06245032672458393
891,2.0,40,0.07500151133989225
892,2.0,40,1.5608473303502995e-05
893,2.0,40,0.00012061387153027325
894,2.0,40,0.03572393888784169
895,2.0,40,0.06409797336810749
896,2.0,40,0.0600643370961091
897,2.0,40,0.020433667972645408
898,2.0,40,1.7299250159832802e-05
899,2.0,40,1.7299250164989616e-05
900,3.0,40,0.0
901,3.0,40,0.24445101829782875
902,3.0,40,0.01659402495564816
903,3.0,40,0.29581662175222845
904,3.0,40,0.0012170977158034492
905,3.0,40,0.0063068881160080695
906,3.0,40,0.013722914921574488
907,3.0,40,0.012203735911876117
908,3.0,40,0.018813550144679274
909,2.0,40,0.0005281101940299287
910,2.0,40,0.37156248745433257
911,2.0,40,0.0
912,2.0,40,0.0
913,2.0,40,0.020594646782371037
914,2.0,40,0.02202213396046487
915,2.0,40,0.0015897232804611319
916,2.0,40,0.03141714909234565
917,2.0,40,0.0314342982503935
918,3.0,40,0.03723428088118486
919,3.0,40,0.06362634472595839
920,3.0,40,0.0022018746748592695
921,3.0,40,0.0015906537387406453
922,3.0,40,0.048774873350653176
923,3.0,40,0.020165187344214457
924,3.0,40,0.0228828128307052
925,3.0,40,0.01817381202427527
926,3.0,40,0.02669363007798105
927,3.0,40,0.012108610226036827
928,3.0,40,0.03140362382766973
929,3.0,40,0.004720362283314443
930,3.0,40,0.006707560577273694
931,3.0,40,0.00936333216562198
932,3.0,40,0.06525895018513438
933,3.0,40,0.053266828417463184
934,3.0,40,0.004245977398735048
935,3.0,40,0.004429629889919288
936,3.0,40,0.13765173041465822
937,3.0,40,0.08916838066327308
938,3.0,40,0.15698167251248368
939,3.0,40,0.062049446964350004
940,3.0,40,0.0630519787717365
941,3.0,40,0.1686592800213767
942,3.0,40,0.12242920584906826
943,3.0,40,0.11941485737776572
944,3.0,40,0.04386993259931577
945,3.0,40,0.0015322104469234516
946,3.0,40,0.0042508874171061205
947,3.0,40,0.07885404595026516
948,3.0,40,0.08869608648035529
949,3.0,40,0.04930256978188429
950,3.0,40,0.03215226515387598
951,3.0,40,0.026073110594331227
952,3.0,40,0.04015812462825887
953,3.0,40,0.027310074294422955
954,3.0,40,0.12028287920919574
955,3.0,40,0.19893685389727755
956,3.0,40,0.01932671014217961
957,3.0,40,0.09354868640845844
958,3.0,40,0.048829168823861624
959,3.0,40,0.07674230210939167
960,3.0,40,0.0937218181685536
961,3.0,40,0.1879456883291969
962,3.0,40,0.1715285403330754
963,3.0,40,0.09658667597396547
964,3.0,40,0.07725549677647303
965,3.0,40,0.004266788301222171
966,3.0,40,0.03506650389414884
967,3.0,40,0.04820479702521003
968,3.0,40,0.006953580514299677
969,3.0,40,0.12003467870754636
970,3.0,40,0.09682091330168108
971,3.0,40,0.10163441433045865
972,2.0,40,0.030400610211153378
973,2.0,40,0.024332725320583243
974,2.0,40,0.019536080388477498
975,2.0,40,0.0
976,2.0,40,0.0
977,2.0,40,0.0
978,2.0,40,0.0
979,2.0,40,0.0
980,2.0,40,0.0
981,3.0,40,0.0
982,3.0,40,0.0
983,3.0,40,0.06334291379574715
984,3.0,40,0.0017569281732108585
985,3.0,40,0.6276496050347214
986,3.0,40,0.6422018904743643
987,3.0,40,0.6422018904743643
988,3.0,40,0.02336603873450523
989,3.0,40,0.023510216397230534
990,3.0,40,0.0
991,3.0,40,0.0014500547317789277
992,3.0,40,0.009521555413586609
993,3.0,40,0.011770166031882379
994,3.0,40,0.030580451218071104
995,3.0,40,0.0
996,3.0,40,0.004075515134971678
997,3.0,40,0.0
998,3.0,40,0.0
999,2.0,40,0.02865748564647302
1000,2.0,40,0.12498365188663078
1001,2.0,40,0.19828238672612425
1002,2.0,40,0.18856638490081729
1003,2.0,40,0.08874454717908949
1004,2.0,40,0.06897686059394971
1005,2.0,40,0.0
1006,2.0,40,0.0
1007,2.0,40,0.0037928075042741364
1008,2.0,60,0.0
1009,2.0,60,0.0
1010,2.0,60,0.0
1011,2.0,60,0.0
1012,2.0,60,0.0
1013,2.0,60,0.0
1014,2.0,60,0.0
1015,2.0,60,0.0
1016,2.0,60,0.0
1017,2.0,60,0.0
1018,2.0,60,0.02568191083129623
1019,2.0,60,0.0
1020,2.0,60,0.0
1021,2.0,60,0.005172498892786582
1022,2.0,60,0.0070281007080643465
1023,2.0,60,0.0
1024,2.0,60,0.0
1025,2.0,60,0.0
1026,3.0,60,0.0
1027,3.0,60,0.0
1028,3.0,60,0.0
1029,3.0,60,0.0
1030,3.0,60,0.0027558362023177574
1031,3.0,60,0.0
1032,3.0,60,0.0
1033,3.0,60,0.024135778201739653
1034,3.0,60,0.0
1035,3.0,60,0.0
1036,3.0,60,0.0003610376704160797
1037,3.0,60,0.003091535561480975
1038,3.0,60,0.0
1039,3.0,60,0.0
1040,3.0,60,0.0
1041,3.0,60,0.0
1042,3.0,60,0.0
1043,3.0,60,0.0
1044,3.0,60,0.0
1045,3.0,60,0.0
1046,3.0,60,0.0
1047,3.0,60,0.0
1048,3.0,60,0.0
1049,3.0,60,0.0
1050,3.0,60,0.0
1051,3.0,60,0.0
1052,3.0,60,0.0
1053,2.0,60,0.0017455203630689015
1054,2.0,60,0.0
1055,2.0,60,0.0
1056,2.0,60,0.0
1057,2.0,60,0.0
1058,2.0,60,0.0
1059,2.0,60,0.0
1060,2.0,60,0.001848487863929694
1061,2.0,60,0.0013387440265309278
1062,2.0,60,0.002346175234714837
1063,2.0,60,0.028723258835390942
1064,2.0,60,0.0
1065,2.0,60,0.0004494840228964503
1066,2.0,60,0.0
1067,2.0,60,0.0
1068,2.0,60,0.0
1069,2.0,60,0.0
1070,2.0,60,0.0
1071,3.0,60,0.0
1072,3.0,60,0.0008022252374197879
1073,3.0,60,0.0
1074,3.0,60,0.0
1075,3.0,60,0.0
1076,3.0,60,0.021566482058547696
1077,3.0,60,0.01905463538697916
1078,3.0,60,0.015278313682323817
1079,3.0,60,0.020203660094602515
1080,2.0,60,0.0
1081,2.0,60,0.0
1082,2.0,60,0.0
1083,2.0,60,0.0
1084,2.0,60,0.0
1085,2.0,60,0.0
1086,2.0,60,0.0
1087,2.0,60,0.0
1088,2.0,60,0.0
1089,2.0,60,0.11581953975089558
1090,2.0,60,0.12866817949004714
1091,2.0,60,0.18981535898459176
1092,2.0,60,3.176843308193592e-09
1093,2.0,60,0.05393383806178378
1094,2.0,60,0.0
1095,2.0,60,0.020517728805904124
1096,2.0,60,0.007310225821448076
1097,2.0,60,0.009621329785329955
1098,3.0,60,0.0
1099,3.0,60,0.0
1100,3.0,60,0.0
1101,3.0,60,0.0
1102,3.0,60,0.0
1103,3.0,60,0.0
1104,3.0,60,0.0
1105,3.0,60,0.05726644755157035
1106,3.0,60,0.05726644755157038
1107,3.0,60,0.001271693150766828
1108,3.0,60,0.001308973684876594
1109,3.0,60,0.0013520199653636279
1110,3.0,60,0.0014661491001851613
1111,3.0,60,0.004624278014159571
1112,3.0,60,0.0
1113,3.0,60,0.0
1114,3.0,60,0.08221794090679897
1115,3.0,60,0.08221794090679897
1116,3.0,60,0.00024084229979349386
1117,3.0,60,0.024304391368276217
1118,3.0,60,0.0
1119,3.0,60,0.0
1120,3.0,60,0.004512642701782654
1121,3.0,60,0.0
1122,3.0,60,0.0
1123,3.0,60,0.04993574139823894
1124,3.0,60,0.0046103083171556425
1125,2.0,60,0.0
1126,2.0,60,0.0
1127,2.0,60,0.007035465615554906
1128,2.0,60,0.015058055204862034
1129,2.0,60,0.04263228635618028
1130,2.0,60,0.0
1131,2.0,60,0.0
1132,2.0,60,0.0
1133,2.0,60,0.0
1134,2.0,60,0.040088717401260784
1135,2.0,60,0.0
1136,2.0,60,0.026342347827874108
1137,2.0,60,0.0007707944767257348
1138,2.0,60,0.01539206630348882
1139,2.0,60,0.01539206630348882
1140,2.0,60,0.01539206630348882
1141,2.0,60,0.0
1142,2.0,60,0.0
1143,3.0,60,0.0
1144,3.0,60,0.1148872966927272
1145,3.0,60,0.06673328911800802
1146,3.0,60,0.0007695552629071779
1147,3.0,60,0.0
1148,3.0,60,0.0
1149,3.0,60,0.0
1150,3.0,60,0.0
1151,3.0,60,0.0
1152,2.0,60,0.0
1153,2.0,60,0.0
1154,2.0,60,0.0
1155,2.0,60,0.06389992678784114
1156,2.0,60,0.06140040469958101
1157,2.0,60,0.06764912631712694
1158,2.0,60,0.04963306934617772
1159,2.0,60,0.02506037681190753
1160,2.0,60,0.02345184197434611
1161,2.0,60,0.0
1162,2.0,60,0.0
1163,2.0,60,0.0
1164,2.0,60,0.004616192506399682
1165,2.0,60,0.0
1166,2.0,60,0.0
1167,2.0,60,0.0
1168,2.0,60,0.0
1169,2.0,60,0.0
1170,3.0,60,0.0
1171,3.0,60,0.0
1172,3.0,60,0.1840786205450014
1173,3.0,60,0.14481295429192786
1174,3.0,60,0.0
1175,3.0,60,0.0
1176,3.0,60,0.0
1177,3.0,60,0.0
1178,3.0,60,0.0005352564952919201
1179,2.0,60,0.03031600113091852
1180,2.0,60,0.055443158037659576
1181,2.0,60,0.023830344212188624
1182,2.0,60,0.0
1183,2.0,60,0.0
1184,2.0,60,0.007898373614207515
1185,2.0,60,0.01507814117167478
1186,2.0,60,0.014745972924223808
1187,2.0,60,0.014652741942409618
1188,3.0,60,0.0
1189,3.0,60,0.0
1190,3.0,60,0.0
1191,3.0,60,0.0
1192,3.0,60,0.0
1193,3.0,60,0.0
1194,3.0,60,0.05671541338330317
1195,3.0,60,0.0031786040412743045
1196,3.0,60,0.0031786040412743045
1197,2.0,60,0.0
1198,2.0,60,0.0
1199,2.0,60,0.0
1200,2.0,60,0.0
1201,2.0,60,0.0
1202,2.0,60,0.005830558972821607
1203,2.0,60,0.0018187509319361004
1204,2.0,60,0.0
1205,2.0,60,0.0
1206,3.0,60,0.39708249672454193
1207,3.0,60,0.2603829530989241
1208,3.0,60,0.0
1209,3.0,60,0.028722061030153213
1210,3.0,60,0.10766568836616405
1211,3.0,60,0.019244372591223403
1212,3.0,60,0.005899488873287189
1213,3.0,60,0.0
1214,3.0,60,0.0
1215,2.0,60,1.8253770500461824e-07
1216,2.0,60,7.25222577553383e-07
1217,2.0,60,4.6584227265561565e-06
1218,2.0,60,0.0
1219,2.0,60,0.0
1220,2.0,60,0.0
1221,2.0,60,0.0
1222,2.0,60,0.005297398867526136
1223,2.0,60,0.005493690171560112
1224,3.0,60,0.051468598470742866
1225,3.0,60,0.03673761195677328
1226,3.0,60,0.18024560180837898
1227,3.0,60,0.09816101171259581
1228,3.0,60,0.0
1229,3.0,60,0.0
1230,3.0,60,0.0
1231,3.0,60,0.0
1232,3.0,60,0.0
1233,3.0,60,0.0
1234,3.0,60,0.0
1235,3.0,60,0.004194366808669409
1236,3.0,60,0.0004780406358738643
1237,3.0,60,0.0
1238,3.0,60,0.0
1239,3.0,60,0.0
1240,3.0,60,0.0
1241,3.0,60,0.0
1242,3.0,60,0.0002448127652449528
1243,3.0,60,0.008139607600248655
1244,3.0,60,0.007143323472059964
1245,3.0,60,0.11466634491223199
1246,3.0,60,0.10790071057125379
1247,3.0,60,0.01688212576517561
1248,3.0,60,0.020973024239218905
1249,3.0,60,0.024654168308581928
1250,3.0,60,0.01349754739988028
1251,2.0,60,0.0
1252,2.0,60,0.0
1253,2.0,60,0.1170024102791929
1254,2.0,60,0.04228240725710715
1255,2.0,60,0.1012320660101091
1256,2.0,60,0.08220947950613204
1257,2.0,60,0.0
1258,2.0,60,0.0029552786691311944
1259,2.0,60,0.0038741962794767576
1260,2.0,60,0.0
1261,2.0,60,0.0
1262,2.0,60,0.0002982867155218904
1263,2.0,60,0.0
1264,2.0,60,0.0
1265,2.0,60,0.0
1266,2.0,60,0.003532500394654802
1267,2.0,60,0.020976445143528713
1268,2.0,60,0.012696941841321906
1269,2.0,60,0.0
1270,2.0,60,0.0
1271,2.0,60,0.0
1272,2.0,60,0.010912529467258153
1273,2.0,60,0.0
1274,2.0,60,0.014597013156867388
1275,2.0,60,0.015050169162004372
1276,2.0,60,0.014960503763163782
1277,2.0,60,0.014732938867070465
1278,3.0,60,0.00013830504101551553
1279,3.0,60,0.10906678884575861
1280,3.0,60,7.072668975787045e-05
1281,3.0,60,0.04406860840073952
1282,3.0,60,0.05652496521852443
1283,3.0,60,0.051963793203809464
1284,3.0,60,0.04419882954447148
1285,3.0,60,0.053657842874484094
1286,3.0,60,0.042055956615466586
1287,3.0,60,0.0861539957941273
1288,3.0,60,0.004216874336859133
1289,3.0,60,0.003049225399364061
1290,3.0,60,0.0
1291,3.0,60,2.4229559370053496e-05
1292,3.0,60,0.0
1293,3.0,60,0.0
1294,3.0,60,0.0
1295,3.0,60,0.0
1296,3.0,60,0.0
1297,3.0,60,0.0
1298,3.0,60,0.2843958644649996
1299,3.0,60,0.0
1300,3.0,60,0.0
1301,3.0,60,0.0
1302,3.0,60,0.0
1303,3.0,60,0.0
1304,3.0,60,0.0
1305,3.0,60,0.0
1306,3.0,60,0.0
1307,3.0,60,0.0
1308,3.0,60,0.0
1309,3.0,60,0.009260802457618848
1310,3.0,60,0.05218591437167626
1311,3.0,60,0.0
1312,3.0,60,0.0005575279938887935
1313,3.0,60,0.0
1314,3.0,60,0.0
1315,3.0,60,0.19266760363282914
1316,3.0,60,0.1561546480487031
1317,3.0,60,0.37013599111684314
1318,3.0,60,0.004218029765063704
1319,3.0,60,0.006085743985948457
1320,3.0,60,0.007601503561717876
1321,3.0,60,0.0
1322,3.0,60,0.0
1323,2.0,60,0.0
1324,2.0,60,0.0003795602176651915
1325,2.0,60,0.0003795602176651915
1326,2.0,60,0.0
1327,2.0,60,0.0
1328,2.0,60,0.0
1329,2.0,60,0.0
1330,2.0,60,0.0059014298622852256
1331,2.0,60,0.006911443765156896
1332,3.0,60,0.0
1333,3.0,60,0.0
1334,3.0,60,0.0
1335,3.0,60,0.0014512557066080841
1336,3.0,60,0.0005991861985815335
1337,3.0,60,0.0
1338,3.0,60,0.0002289358559721074
1339,3.0,60,0.00013402983873657677
1340,3.0,60,0.0
1341,3.0,60,0.0
1342,3.0,60,0.0
1343,3.0,60,0.16332863526073518
1344,3.0,60,0.10827050122299245
1345,3.0,60,0.0
1346,3.0,60,0.0
1347,3.0,60,0.0
1348,3.0,60,0.0
1349,3.0,60,0.0
1350,2.0,60,0.0
1351,2.0,60,0.0
1352,2.0,60,1.965923774995369e-06
1353,2.0,60,0.0
1354,2.0,60,0.0
1355,2.0,60,0.0
1356,2.0,60,0.0
1357,2.0,60,0.0
1358,2.0,60,0.0
1359,3.0,60,0.0
1360,3.0,60,0.0
1361,3.0,60,0.03758551014842355
1362,3.0,60,0.0
1363,3.0,60,0.016762072613460716
1364,3.0,60,0.0
1365,3.0,60,0.04306978875308291
1366,3.0,60,0.0
1367,3.0,60,0.0
1368,3.0,60,0.0
1369,3.0,60,0.0
1370,3.0,60,0.0006745651643234741
1371,3.0,60,0.1658114886171871
1372,3.0,60,0.0
1373,3.0,60,0.0
1374,3.0,60,0.0
1375,3.0,60,0.0
1376,3.0,60,0.003161171949781962
1377,3.0,60,0.0
1378,3.0,60,0.0
1379,3.0,60,0.0
1380,3.0,60,0.0
1381,3.0,60,0.0
1382,3.0,60,0.006033366962616092
1383,3.0,60,0.0026112192493130877
1384,3.0,60,0.0063216049072168925
1385,3.0,60,0.009248445990278433
1386,3.0,60,0.16344390319923116
1387,3.0,60,0.0
1388,3.0,60,0.0
1389,3.0,60,0.0
1390,3.0,60,0.01627523099464419
1391,3.0,60,0.0049886688962880845
1392,3.0,60,0.005616207518382156
1393,3.0,60,0.006026061046903323
1394,3.0,60,0.006026061046903664
1395,2.0,60,0.0
1396,2.0,60,0.0
1397,2.0,60,0.0
1398,2.0,60,0.001695931378883976
1399,2.0,60,0.04475190967401014
1400,2.0,60,0.049108664971482516
1401,2.0,60,0.015294234756991865
1402,2.0,60,0.0
1403,2.0,60,0.0
1404,3.0,60,0.0
1405,3.0,60,0.0
1406,3.0,60,0.0
1407,3.0,60,0.0
1408,3.0,60,0.0012170977158034492
1409,3.0,60,0.0063068881160080695
1410,3.0,60,0.013722914921574488
1411,3.0,60,0.012203735911876117
1412,3.0,60,0.018813550144679274
1413,2.0,60,0.0005281101940299287
1414,2.0,60,0.0
1415,2.0,60,0.0
1416,2.0,60,0.0
1417,2.0,60,0.020594646782371037
1418,2.0,60,0.02202213396046487
1419,2.0,60,0.0
1420,2.0,60,0.0
1421,2.0,60,0.0
1422,3.0,60,0.0
1423,3.0,60,0.06360958730013808
1424,3.0,60,0.0022018746748592695
1425,3.0,60,0.0015906537387406453
1426,3.0,60,0.009214198767526665
1427,3.0,60,0.020148322060268103
1428,3.0,60,0.0228828128307052
1429,3.0,60,0.01817381202427527
1430,3.0,60,0.0
1431,3.0,60,0.0008058057979529051
1432,3.0,60,0.005909219784176215
1433,3.0,60,0.004720362283314443
1434,3.0,60,0.006707560577273694
1435,3.0,60,0.0
1436,3.0,60,0.06525895018513438
1437,3.0,60,0.053266828417463184
1438,3.0,60,0.004245977398735048
1439,3.0,60,0.004429629889919288
1440,3.0,60,0.08110453452401972
1441,3.0,60,0.0
1442,3.0,60,0.0
1443,3.0,60,0.002782862548683987
1444,3.0,60,0.0
1445,3.0,60,0.0
1446,3.0,60,0.008376441727110053
1447,3.0,60,0.01283957272750521
1448,3.0,60,0.04386993259931577
1449,3.0,60,0.0
1450,3.0,60,0.0
1451,3.0,60,0.0029655644151068907
1452,3.0,60,0.03058658950975976
1453,3.0,60,0.015501214716623536
1454,3.0,60,0.0
1455,3.0,60,0.02231876887206678
1456,3.0,60,0.030860543203787495
1457,3.0,60,0.019539027701590928
1458,3.0,60,0.10850578367202508
1459,3.0,60,0.19893685389727755
1460,3.0,60,0.004833121191899067
1461,3.0,60,0.0
1462,3.0,60,0.0
1463,3.0,60,0.0
1464,3.0,60,0.0
1465,3.0,60,0.0
1466,3.0,60,0.0
1467,3.0,60,0.0
1468,3.0,60,0.0
1469,3.0,60,0.0008110570887165548
1470,3.0,60,0.0
1471,3.0,60,0.0
1472,3.0,60,0.006953565519991315
1473,3.0,60,0.07868023507824598
1474,3.0,60,0.05873447607060513
1475,3.0,60,0.023093380572518522
1476,2.0,60,0.030400610211153378
1477,2.0,60,0.024332725320583243
1478,2.0,60,0.019536080360610112
1479,2.0,60,0.0
1480,2.0,60,0.0
1481,2.0,60,0.0
1482,2.0,60,0.0
1483,2.0,60,0.0
1484,2.0,60,0.0
1485,3.0,60,0.0
1486,3.0,60,0.0
1487,3.0,60,0.06334291379574715
1488,3.0,60,0.0
1489,3.0,60,0.6276436016716911
1490,3.0,60,0.00021295464472072137
1491,3.0,60,0.00021295464472072137
1492,3.0,60,0.0
1493,3.0,60,0.0
1494,3.0,60,0.0
1495,3.0,60,0.0014500547317789277
1496,3.0,60,0.0
1497,3.0,60,0.011770166031882379
1498,3.0,60,0.030580451218071104
1499,3.0,60,0.0
1500,3.0,60,0.0
1501,3.0,60,0.0
1502,3.0,60,0.0
1503,2.0,60,0.0
1504,2.0,60,0.0
1505,2.0,60,0.1201186916217288
1506,2.0,60,0.01638077344787591
1507,2.0,60,0.02727384245124575
1508,2.0,60,0.06880412962132909
1509,2.0,60,0.0
1510,2.0,60,0.0
1511,2.0,60,0.0037928075042741364
