,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,num_vars,num_endo_vars,max_indegree
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (2 1)  (7 3)  (8 4)  (2 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(1 0)  (5 0)  (6 0)  (2 1)  (5 1)  (5 3)  (7 3)  (3 4)  (8 4)  (2 5)]),4,[6][2][7][8],([0  1  3  4  5]  [(1 0)  (5 0)  (5 1)  (5 3)  (3 4)]),1,2.0,[0][1 5][3][4],1.0,2000,16,1,0.99019964262497,9,5,4
0,5.5,3.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (6 3)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(2 0)  (2 1)  (4 1)  (5 3)  (6 3)  (0 4)  (7 4)  (0 5)  (1 5)  (8 5)]),4,[2][6][7][8],([0  1  3  4  5]  [(4 1)  (5 3)  (0 4)  (0 5)  (1 5)]),1,2.0,[0 1][3][4][5],1.0,3500,8,1,0.9967273760220702,9,5,4
0,5.333333333333333,2.0,([0  1  2  3  4  5  6]  [(1 0)  (6 2)  (1 3)  (4 5)]),1.0,([0  1  2  3  4  5  6]  [(1 0)  (3 0)  (5 2)  (6 2)  (1 3)  (2 3)  (4 5)]),3,[1][6][4],([0  2  3  5]  [(3 0)  (5 2)  (2 3)]),1,1.0,[0 3][2][5],0.75,1500,10,1,0.9906272108295772,7,4,3
0,9.333333333333334,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (0 3)  (6 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(0 1)  (1 2)  (5 2)  (0 3)  (1 3)  (2 3)  (1 4)  (3 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(1 2)  (1 3)  (2 3)  (1 4)  (3 4)]),1,2.0,[1 3][2][4],1.25,2500,16,1,0.9847026370570232,7,4,4
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (4 1)  (4 2)  (7 3)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (2 1)  (4 1)  (4 2)  (2 3)  (7 3)  (1 5)  (3 5)  (8 5)]),4,[6][4][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (2 1)  (2 3)  (1 5)  (3 5)]),1,3.0,[0][1 2][3][5],1.2,1000,16,1,0.9966015904828516,9,5,4
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (3 2)  (8 4)  (3 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (4 1)  (5 1)  (7 1)  (3 2)  (5 4)  (8 4)  (2 5)  (3 5)]),4,[6][7][3][8],([0  1  2  4  5]  [(2 0)  (5 0)  (4 1)  (5 1)  (5 4)  (2 5)]),1,2.0,[0][1][2 5][4],1.2,1000,16,1,0.991301430175518,9,5,5
0,9.333333333333334,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (0 3)  (6 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(0 1)  (1 2)  (5 2)  (0 3)  (1 3)  (2 3)  (1 4)  (3 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(1 2)  (1 3)  (2 3)  (1 4)  (3 4)]),1,2.0,[1 3][2][4],1.25,2500,16,1,0.9847026370570232,7,4,4
0,12.0,3.0,([0  1  2  3  4  5  6  7  8]  [(2 0)  (6 1)  (7 3)  (2 4)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (0 1)  (3 1)  (6 1)  (0 3)  (7 3)  (1 4)  (2 4)  (3 4)  (3 5)  (8 5)]),4,[2][6][7][8],([0  1  3  4  5]  [(0 1)  (3 1)  (0 3)  (1 4)  (3 4)  (3 5)]),1,2.0,[0 4][1][3][5],1.2,1000,24,1,0.9924152321283506,9,5,5
0,6.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (5 1)  (7 2)  (8 3)  (6 4)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(6 0)  (0 1)  (5 1)  (0 2)  (7 2)  (2 3)  (4 3)  (8 3)  (2 4)  (6 4)]),4,[6][5][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (2 3)  (4 3)  (2 4)]),1,2.0,[0 4][1][2][3],1.0,1000,8,1,0.997333304622262,9,5,4
0,5.333333333333333,,([0  1  2  3  4  5  6]  [(5 0)  (1 2)  (6 3)  (1 4)]),1.0,([0  1  2  3  4  5  6]  [(2 0)  (5 0)  (1 2)  (0 3)  (4 3)  (6 3)  (1 4)]),3,[5][1][6],([0  2  3  4]  [(2 0)  (0 3)  (4 3)]),1,2.0,[0][2 4][3],0.75,1000,8,1,0.998815633933014,7,4,3
0,6.8,,([0  1  2  3  4  5  6  7  8  9  10]  [(8 2)  (9 3)  (1 4)  (0 5)  (10 6)  (0 7)]),1.0,([0  1  2  3  4  5  6  7  8  9  10]  [(6 2)  (8 2)  (4 3)  (9 3)  (1 4)  (0 5)  (3 6)  (5 6)  (10 6)  (0 7)  (2 7)]),5,[0][1][8][9][10],([2  3  4  5  6  7]  [(6 2)  (4 3)  (3 6)  (5 6)  (2 7)]),1,2.0,[5 7][4][2][3][6],0.8333333333333334,1000,16,1,0.995605432759534,11,6,4
0,10.2,,([0  1  2  3  4  5  6  7  8  9  10]  [(8 1)  (9 2)  (0 3)  (6 4)  (10 5)  (6 7)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(3 1)  (8 1)  (1 2)  (3 2)  (5 2)  (9 2)  (0 3)  (3 4)  (6 4)  (7 5)  (10 5)  (4 7)  (6 7)]),5,[0][8][9][6][10],([1  2  3  4  5  7]  [(3 1)  (1 2)  (3 2)  (5 2)  (3 4)  (7 5)  (4 7)]),1,,[3][1][2][4 7][5],1.1666666666666667,4000,32,1,0.9605616721133764,11,6,4
0,10.5,3.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (6 2)  (0 3)  (7 4)  (8 5)]),1.3333333333333333,([0  1  2  3  4  5  6  7  8]  [(0 1)  (1 2)  (4 2)  (6 2)  (0 3)  (1 3)  (4 3)  (1 4)  (7 4)  (2 5)  (4 5)  (8 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(1 2)  (4 2)  (1 3)  (4 3)  (1 4)  (2 5)  (4 5)]),1,2.0,[1 3][2][4][5],1.4,1500,16,1,0.9735381104509628,9,5,5
0,10.666666666666666,4.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (9 1)  (10 2)  (5 3)  (11 4)  (5 6)  (12 7)]),1.3846153846153846,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(3 0)  (6 0)  (8 0)  (0 1)  (2 1)  (9 1)  (0 2)  (6 2)  (10 2)  (5 3)  (6 3)  (1 4)  (6 4)  (7 4)  (11 4)  (5 6)  (2 7)  (12 7)]),6,[8][9][10][5][11][12],([0  1  2  3  4  6  7]  [(3 0)  (6 0)  (0 1)  (2 1)  (0 2)  (6 2)  (6 3)  (1 4)  (6 4)  (7 4)  (2 7)]),1,3.0,[0][1][2][3 6][4][7],1.5714285714285714,1000,16,1,0.9823032351795664,13,7,5
0,7.0,3.0,([0  1  2  3  4]  [(0 1)  (4 2)  (0 3)]),1.2,([0  1  2  3  4]  [(0 1)  (2 1)  (4 2)  (0 3)  (1 3)  (2 3)]),2,[0][4],([1  2  3]  [(2 1)  (1 3)  (2 3)]),1,2.0,[1 3][2],1.0,1000,12,1,0.9925017861640552,5,3,3
0,7.5,3.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(3 0)  (5 0)  (3 1)  (0 2)  (1 2)  (6 2)  (0 4)  (7 4)  (1 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(5 0)  (0 2)  (1 2)  (0 4)  (1 5)]),1,2.0,[0 1][2][4][5],1.0,1000,16,1,0.9950522744941188,9,5,4
0,8.666666666666666,3.0,([0  1  2  3  4  5  6]  [(4 0)  (6 1)  (5 2)  (5 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(4 0)  (0 1)  (2 1)  (6 1)  (5 2)  (0 3)  (2 3)  (5 3)]),3,[4][6][5],([0  1  2  3]  [(0 1)  (2 1)  (0 3)  (2 3)]),1,2.0,[0][1][2 3],1.0,1000,16,1,0.996696495400006,7,4,3
0,7.2,,([0  1  2  3  4  5  6  7  8  9  10]  [(5 0)  (5 1)  (7 2)  (8 3)  (9 4)  (10 6)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(5 0)  (4 1)  (5 1)  (0 2)  (7 2)  (0 3)  (8 3)  (3 4)  (9 4)  (0 6)  (1 6)  (10 6)]),5,[5][7][8][9][10],([0  1  2  3  4  6]  [(4 1)  (0 2)  (0 3)  (3 4)  (0 6)  (1 6)]),1,,[0 1][2][3][4][6],1.0,1000,16,1,0.9967484990933384,11,6,4
0,9.333333333333334,3.0,([0  1  2  3  4  5  6]  [(3 0)  (5 1)  (6 2)  (3 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(3 0)  (0 1)  (2 1)  (5 1)  (0 2)  (6 2)  (1 4)  (3 4)]),3,[3][5][6],([0  1  2  4]  [(0 1)  (2 1)  (0 2)  (1 4)]),1,2.0,[0 4][1][2],1.0,2000,16,1,0.989963884751286,7,4,4
0,10.0,,([0  1  2  3  4  5  6  7  8]  [(6 0)  (2 1)  (2 3)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(3 0)  (4 0)  (6 0)  (2 1)  (2 3)  (1 4)  (5 4)  (7 4)  (3 5)  (8 5)]),4,[6][2][7][8],([0  1  3  4  5]  [(3 0)  (4 0)  (1 4)  (5 4)  (3 5)]),1,2.0,[0][1 3][4][5],1.0,1000,16,1,0.9955771270654032,9,5,4
0,3.5,2.0,([0  1  2  3  4]  [(3 0)  (4 1)  (3 2)]),1.0,([0  1  2  3  4]  [(3 0)  (0 1)  (4 1)  (0 2)  (3 2)]),2,[3][4],([0  1  2]  [(0 1)  (0 2)]),1,1.0,[0 2][1],0.6666666666666666,1000,4,1,0.9989378510687976,5,3,3
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (5 2)  (6 3)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (5 2)  (2 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(3 1)  (2 3)]),1,1.0,[0 2][1][3],0.5,1000,4,1,0.9947130363662224,7,4,3
0,3.6666666666666665,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (2 0)  (4 0)  (4 1)  (1 2)  (5 2)  (0 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (2 0)  (1 2)  (0 3)]),1,2.0,[0 1][2][3],1.0,1500,4,1,0.9978124322401096,7,4,4
0,6.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 1)  (6 3)  (8 4)  (2 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(1 0)  (7 0)  (2 1)  (6 3)  (3 4)  (5 4)  (8 4)  (1 5)  (2 5)]),4,[7][2][6][8],([0  1  3  4  5]  [(1 0)  (3 4)  (5 4)  (1 5)]),1,2.0,[0][1 5][3][4],0.8,1000,16,1,0.9863523877352854,9,5,3
0,12.0,,([0  1  2  3  4  5  6  7  8  9  10]  [(3 0)  (7 1)  (3 2)  (8 4)  (9 5)  (10 6)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (2 0)  (3 0)  (2 1)  (5 1)  (7 1)  (3 2)  (0 4)  (1 4)  (8 4)  (2 5)  (9 5)  (4 6)  (5 6)  (10 6)]),5,[3][7][8][9][10],([0  1  2  4  5  6]  [(1 0)  (2 0)  (2 1)  (5 1)  (0 4)  (1 4)  (2 5)  (4 6)  (5 6)]),1,,[0 2][1][4][5][6],1.5,1000,16,1,0.9959750271237862,11,6,5
0,7.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (0 3)  (8 4)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(4 1)  (6 1)  (7 1)  (0 2)  (0 3)  (2 3)  (5 4)  (8 4)  (2 5)  (9 5)  (3 6)  (5 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(4 1)  (6 1)  (2 3)  (5 4)  (2 5)  (3 6)  (5 6)]),1,2.0,[2 3][1][4][5][6],1.1666666666666667,1000,16,1,0.9975816615508892,11,6,4
0,8.0,,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(7 0)  (8 1)  (7 2)  (9 3)  (10 4)  (11 5)  (12 6)]),1.0769230769230769,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(7 0)  (6 1)  (8 1)  (7 2)  (2 3)  (9 3)  (1 4)  (10 4)  (0 5)  (6 5)  (11 5)  (2 6)  (3 6)  (12 6)]),6,[7][8][9][10][11][12],([0  1  2  3  4  5  6]  [(6 1)  (2 3)  (1 4)  (0 5)  (6 5)  (2 6)  (3 6)]),1,2.0,[0 2][1][3][4][5][6],1.0,2000,16,1,0.9919769633335735,13,7,5
0,3.6666666666666665,2.0,([0  1  2  3  4  5  6]  [(1 0)  (1 2)  (4 3)  (6 5)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(1 0)  (1 2)  (4 3)  (5 3)  (2 5)  (6 5)]),3,[1][4][6],([0  2  3  5]  [(5 3)  (2 5)]),1,1.0,[0 2][3][5],0.5,1000,4,1,0.9994324421051812,7,4,3
0,12.0,,([0  1  2  3  4  5  6  7  8  9  10]  [(3 0)  (7 1)  (3 2)  (8 4)  (9 5)  (10 6)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (2 0)  (3 0)  (2 1)  (5 1)  (7 1)  (3 2)  (0 4)  (1 4)  (8 4)  (2 5)  (9 5)  (4 6)  (5 6)  (10 6)]),5,[3][7][8][9][10],([0  1  2  4  5  6]  [(1 0)  (2 0)  (2 1)  (5 1)  (0 4)  (1 4)  (2 5)  (4 6)  (5 6)]),1,,[0 2][1][4][5][6],1.5,1000,16,1,0.9959750271237862,11,6,5
0,6.4,,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (2 1)  (8 3)  (9 4)  (2 5)  (10 6)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(4 0)  (5 0)  (7 0)  (2 1)  (6 3)  (8 3)  (6 4)  (9 4)  (1 5)  (2 5)  (1 6)  (10 6)]),5,[7][2][8][9][10],([0  1  3  4  5  6]  [(4 0)  (5 0)  (6 3)  (6 4)  (1 5)  (1 6)]),1,,[0][1 5][3][4][6],1.0,1000,16,1,0.995778791692665,11,6,4
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(5 0)  (6 1)  (7 2)  (5 3)  (8 4)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(5 0)  (0 1)  (6 1)  (0 2)  (1 2)  (7 2)  (0 3)  (4 3)  (5 3)  (0 4)  (8 4)]),4,[5][6][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (1 2)  (0 3)  (4 3)  (0 4)]),1,2.0,[0 3][1][2][4],1.2,4000,16,1,0.989970170433328,9,5,5
0,6.666666666666667,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (6 3)  (0 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(0 1)  (1 2)  (3 2)  (5 2)  (1 3)  (6 3)  (0 4)  (1 4)  (3 4)]),3,[0][5][6],([1  2  3  4]  [(1 2)  (3 2)  (1 3)  (1 4)  (3 4)]),1,2.0,[1 4][2][3],1.25,1000,8,1,0.988652000312529,7,4,4
0,10.8,,([0  1  2  3  4  5  6  7  8  9  10]  [(9 0)  (5 2)  (1 4)  (3 6)  (10 7)  (5 8)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(4 0)  (8 0)  (9 0)  (4 2)  (5 2)  (1 4)  (0 6)  (2 6)  (3 6)  (2 7)  (10 7)  (4 8)  (5 8)]),5,[9][1][5][3][10],([0  2  4  6  7  8]  [(4 0)  (8 0)  (4 2)  (0 6)  (2 6)  (2 7)  (4 8)]),1,2.0,[0][4][2 8][6][7],1.1666666666666667,2000,16,1,0.9953626527391264,11,6,4
0,7.5,3.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(3 0)  (5 0)  (3 1)  (0 2)  (1 2)  (6 2)  (0 4)  (7 4)  (1 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(5 0)  (0 2)  (1 2)  (0 4)  (1 5)]),1,2.0,[0 1][2][4][5],1.0,1000,16,1,0.9950522744941188,9,5,4
0,5.0,2.0,([0  1  2  3  4]  [(2 0)  (2 1)  (3 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (2 1)  (4 1)  (3 4)]),2,[2][3],([0  1  4]  [(4 0)  (4 1)]),1,1.0,[0 1][4],0.6666666666666666,1000,8,1,0.997316488667262,5,3,3
0,10.666666666666666,3.0,([0  1  2  3  4  5  6  7]  [(7 0)  (2 1)  (6 3)  (2 4)  (6 5)]),1.375,([0  1  2  3  4  5  6  7]  [(1 0)  (3 0)  (7 0)  (2 1)  (1 3)  (4 3)  (6 3)  (2 4)  (5 4)  (1 5)  (6 5)]),3,[7][2][6],([0  1  3  4  5]  [(1 0)  (3 0)  (1 3)  (4 3)  (5 4)  (1 5)]),1,2.0,[0][1 4][3 5],1.2,3500,16,1,0.9910110784401792,8,5,4
0,12.0,,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (9 2)  (3 4)  (10 5)  (3 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (6 0)  (7 0)  (0 1)  (5 1)  (8 1)  (4 2)  (9 2)  (3 4)  (4 5)  (6 5)  (10 5)  (2 6)  (3 6)]),5,[7][8][9][3][10],([0  1  2  4  5  6]  [(2 0)  (6 0)  (0 1)  (5 1)  (4 2)  (4 5)  (6 5)  (2 6)]),1,,[0][1][2][4 6][5],1.3333333333333333,5500,16,1,0.99241217734692,11,6,4
0,9.0,2.0,([0  1  2  3  4]  [(3 0)  (1 2)  (3 4)]),1.0,([0  1  2  3  4]  [(2 0)  (3 0)  (1 2)  (2 4)  (3 4)]),2,[3][1],([0  2  4]  [(2 0)  (2 4)]),1,1.0,[0 4][2],0.6666666666666666,1000,16,1,0.9880686530864314,5,3,3
0,10.2,,([0  1  2  3  4  5  6  7  8  9  10]  [(8 1)  (9 2)  (0 3)  (6 4)  (10 5)  (6 7)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(3 1)  (8 1)  (1 2)  (3 2)  (5 2)  (9 2)  (0 3)  (3 4)  (6 4)  (7 5)  (10 5)  (4 7)  (6 7)]),5,[0][8][9][6][10],([1  2  3  4  5  7]  [(3 1)  (1 2)  (3 2)  (5 2)  (3 4)  (7 5)  (4 7)]),1,,[3][1][2][4 7][5],1.1666666666666667,4000,32,1,0.9605616721133764,11,6,4
0,4.0,4.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(9 0)  (10 1)  (7 2)  (3 4)  (11 5)  (3 6)  (12 8)]),1.2307692307692308,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(6 0)  (9 0)  (6 1)  (8 1)  (10 1)  (0 2)  (7 2)  (3 4)  (1 5)  (4 5)  (6 5)  (11 5)  (3 6)  (4 6)  (4 8)  (12 8)]),6,[9][10][7][3][11][12],([0  1  2  4  5  6  8]  [(6 0)  (6 1)  (8 1)  (0 2)  (1 5)  (4 5)  (6 5)  (4 6)  (4 8)]),1,3.0,[0][1][2][4 6][5][8],1.2857142857142858,1500,8,1,0.98798668609637,13,7,5
0,3.5,2.0,([0  1  2  3  4]  [(1 2)  (1 3)  (0 4)]),0.8,([0  1  2  3  4]  [(1 2)  (1 3)  (0 4)  (3 4)]),2,[0][1],([2  3  4]  [(3 4)]),1,1.0,[4][2 3],0.3333333333333333,1000,4,1,0.9962586416027748,5,3,2
0,7.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (2 3)  (9 4)  (2 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (4 0)  (7 0)  (4 1)  (8 1)  (2 3)  (3 4)  (9 4)  (2 5)  (3 5)  (4 5)  (1 6)  (10 6)]),5,[7][8][2][9][10],([0  1  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (3 4)  (3 5)  (4 5)  (1 6)]),1,2.0,[0][1][3 5][4][6],1.1666666666666667,1000,16,1,0.9912680719809214,11,6,5
0,9.75,3.0,([0  1  2  3  4  5  6  7  8]  [(1 2)  (7 3)  (0 4)  (8 5)  (1 6)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(1 2)  (6 2)  (4 3)  (6 3)  (7 3)  (0 4)  (2 4)  (2 5)  (4 5)  (8 5)  (1 6)]),4,[0][1][7][8],([2  3  4  5  6]  [(6 2)  (4 3)  (6 3)  (2 4)  (2 5)  (4 5)]),1,2.0,[4][2 6][3][5],1.2,1000,16,1,0.997091921822098,9,5,4
0,12.4,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (4 2)  (4 3)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (0 1)  (8 1)  (0 2)  (4 2)  (0 3)  (1 3)  (4 3)  (3 5)  (9 5)  (2 6)  (3 6)  (10 6)]),5,[7][8][4][9][10],([0  1  2  3  5  6]  [(0 1)  (0 2)  (0 3)  (1 3)  (3 5)  (2 6)  (3 6)]),1,2.0,[0][1][2 3][5][6],1.1666666666666667,3000,36,1,0.9657792154085748,11,6,5
0,8.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 3)  (1 4)  (8 5)  (1 6)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 0)  (7 0)  (2 3)  (1 4)  (3 4)  (6 5)  (8 5)  (1 6)  (3 6)  (4 6)]),4,[7][1][2][8],([0  3  4  5  6]  [(4 0)  (6 0)  (3 4)  (6 5)  (3 6)  (4 6)]),1,2.0,[0][4 6][3][5],1.2,1500,16,1,0.9972436455743644,9,5,5
0,4.666666666666667,2.0,([0  1  2  3  4  5  6]  [(4 1)  (0 2)  (0 3)  (6 5)]),1.0,([0  1  2  3  4  5  6]  [(4 1)  (0 2)  (1 2)  (0 3)  (2 3)  (3 5)  (6 5)]),3,[0][4][6],([1  2  3  5]  [(1 2)  (2 3)  (3 5)]),1,1.0,[2 3][1][5],0.75,2500,8,1,0.9895399448516456,7,4,3
0,8.0,,([0  1  2  3  4  5  6  7  8  9  10]  [(0 1)  (7 2)  (8 3)  (0 4)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(0 1)  (1 2)  (7 2)  (5 3)  (6 3)  (8 3)  (0 4)  (3 4)  (1 5)  (9 5)  (1 6)  (2 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(1 2)  (5 3)  (6 3)  (3 4)  (1 5)  (1 6)  (2 6)]),1,2.0,[1 4][2][3][5][6],1.1666666666666667,2500,16,1,0.9871270597747324,11,6,4
0,3.5,2.0,([0  1  2  3  4]  [(3 0)  (4 1)  (3 2)]),1.0,([0  1  2  3  4]  [(3 0)  (0 1)  (4 1)  (0 2)  (3 2)]),2,[3][4],([0  1  2]  [(0 1)  (0 2)]),1,1.0,[0 2][1],0.6666666666666666,1000,4,1,0.9989378510687976,5,3,3
0,4.0,3.0,([0  1  2  3  4]  [(0 2)  (1 3)  (1 4)]),1.0,([0  1  2  3  4]  [(0 2)  (1 3)  (2 3)  (4 3)  (1 4)]),2,[0][1],([2  3  4]  [(2 3)  (4 3)]),1,2.0,[2][3 4],0.6666666666666666,2000,6,1,0.985654161720662,5,3,3
0,6.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 1)  (6 3)  (8 4)  (2 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(1 0)  (7 0)  (2 1)  (6 3)  (3 4)  (5 4)  (8 4)  (1 5)  (2 5)]),4,[7][2][6][8],([0  1  3  4  5]  [(1 0)  (3 4)  (5 4)  (1 5)]),1,2.0,[0][1 5][3][4],0.8,1000,16,1,0.9863523877352854,9,5,3
0,12.4,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (4 2)  (4 3)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (0 1)  (8 1)  (0 2)  (4 2)  (0 3)  (1 3)  (4 3)  (3 5)  (9 5)  (2 6)  (3 6)  (10 6)]),5,[7][8][4][9][10],([0  1  2  3  5  6]  [(0 1)  (0 2)  (0 3)  (1 3)  (3 5)  (2 6)  (3 6)]),1,2.0,[0][1][2 3][5][6],1.1666666666666667,3000,36,1,0.9657792154085748,11,6,5
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (8 3)  (9 4)  (10 5)  (0 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(3 1)  (4 1)  (7 1)  (0 2)  (6 2)  (2 3)  (6 3)  (8 3)  (6 4)  (9 4)  (4 5)  (6 5)  (10 5)  (0 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(3 1)  (4 1)  (6 2)  (2 3)  (6 3)  (6 4)  (4 5)  (6 5)]),1,2.0,[2 6][1][3][4][5],1.3333333333333333,1000,16,1,0.9950763497815888,11,6,5
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(4 0)  (5 1)  (6 2)  (4 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (3 0)  (4 0)  (3 1)  (5 1)  (0 2)  (6 2)  (4 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (3 0)  (3 1)  (0 2)]),1,2.0,[0 3][1][2],1.0,1000,8,1,0.992388783629408,7,4,4
0,10.0,2.0,([0  1  2  3  4  5]  [(4 0)  (4 2)  (1 3)  (1 5)]),1.1666666666666667,([0  1  2  3  4  5]  [(2 0)  (4 0)  (3 2)  (4 2)  (1 3)  (1 5)  (2 5)]),2,[4][1],([0  2  3  5]  [(2 0)  (3 2)  (2 5)]),1,1.0,[0 2][3 5],0.75,1000,12,1,0.9874602950717772,6,4,4
0,3.6666666666666665,2.0,([0  1  2  3  4  5  6]  [(1 0)  (1 2)  (4 3)  (6 5)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(1 0)  (1 2)  (4 3)  (5 3)  (2 5)  (6 5)]),3,[1][4][6],([0  2  3  5]  [(5 3)  (2 5)]),1,1.0,[0 2][3][5],0.5,1000,4,1,0.9994324421051812,7,4,3
